realtime_start,realtime_end,date,value,year_ago_value,yoy_growth
2025-04-22,2025-04-22,2021-08-08,152.31,69.64,118.71051120045951
2025-04-22,2025-04-22,2021-08-09,152.61,69.73,118.85845403699986
2025-04-22,2025-04-22,2021-08-10,153.11,69.83,119.2610625805528
2025-04-22,2025-04-22,2021-08-11,153.61,69.99,119.47421060151453
2025-04-22,2025-04-22,2021-08-12,154.12,70.02,120.10854041702372
2025-04-22,2025-04-22,2021-08-13,154.73,70.12,120.66457501426125
2025-04-22,2025-04-22,2021-08-14,156.0,70.36,121.71688459351904
2025-04-22,2025-04-22,2021-08-15,156.64,70.14,123.32477901340175
2025-04-22,2025-04-22,2021-08-16,157.22,70.15,124.11974340698502
2025-04-22,2025-04-22,2021-08-17,157.8,70.16,124.91448118586092
2025-04-22,2025-04-22,2021-08-18,158.0,70.26,124.87902077996014
2025-04-22,2025-04-22,2021-08-19,158.51,70.39,125.18823696547803
2025-04-22,2025-04-22,2021-08-20,159.02,70.45,125.72036905606814
2025-04-22,2025-04-22,2021-08-21,160.27,70.51,127.30109204368173
2025-04-22,2025-04-22,2021-08-22,161.6,70.79,128.28083062579458
2025-04-22,2025-04-22,2021-08-23,163.05,70.88,130.03668171557564
2025-04-22,2025-04-22,2021-08-24,164.18,70.91,131.532929065012
2025-04-22,2025-04-22,2021-08-25,165.86,70.84,134.13325804630153
2025-04-22,2025-04-22,2021-08-26,167.28,70.93,135.8381502890173
2025-04-22,2025-04-22,2021-08-27,168.44,71.05,137.07248416608022
2025-04-22,2025-04-22,2021-08-28,168.8,71.17,137.1785864830687
2025-04-22,2025-04-22,2021-08-29,169.14,71.27,137.32285674196717
2025-04-22,2025-04-22,2021-08-30,169.42,71.32,137.54907459338196
2025-04-22,2025-04-22,2021-08-31,169.62,71.42,137.4964995799496
2025-04-22,2025-04-22,2021-09-01,169.61,71.53,137.11729344331053
2025-04-22,2025-04-22,2021-09-02,169.68,71.73,136.55374320368045
2025-04-22,2025-04-22,2021-09-03,169.99,71.89,136.45847823063013
2025-04-22,2025-04-22,2021-09-04,170.08,72.13,135.79647858034107
2025-04-22,2025-04-22,2021-09-05,170.47,72.35,135.6185210780926
2025-04-22,2025-04-22,2021-09-06,170.86,72.59,135.3767736602838
2025-04-22,2025-04-22,2021-09-07,171.41,72.82,135.38862949739084
2025-04-22,2025-04-22,2021-09-08,171.98,73.02,135.52451383182688
2025-04-22,2025-04-22,2021-09-09,172.31,73.07,135.81497194471058
2025-04-22,2025-04-22,2021-09-10,172.52,73.19,135.7152616477661
2025-04-22,2025-04-22,2021-09-11,173.03,73.26,136.18618618618618
2025-04-22,2025-04-22,2021-09-12,173.16,73.37,136.0092680932261
2025-04-22,2025-04-22,2021-09-13,173.26,73.41,136.01689143168505
2025-04-22,2025-04-22,2021-09-14,173.4,73.39,136.27197165826408
2025-04-22,2025-04-22,2021-09-15,173.59,73.43,136.40201552498976
2025-04-22,2025-04-22,2021-09-16,173.77,73.56,136.2289287656335
2025-04-22,2025-04-22,2021-09-17,174.02,73.71,136.0873694207028
2025-04-22,2025-04-22,2021-09-18,174.18,73.73,136.24033636240335
2025-04-22,2025-04-22,2021-09-19,174.43,73.76,136.48318872017353
2025-04-22,2025-04-22,2021-09-20,174.7,73.87,136.49654798971162
2025-04-22,2025-04-22,2021-09-21,174.9,73.91,136.63915572994182
2025-04-22,2025-04-22,2021-09-22,175.11,73.95,136.7951318458418
2025-04-22,2025-04-22,2021-09-23,175.54,73.9,137.53721244925572
2025-04-22,2025-04-22,2021-09-24,175.91,73.87,138.13456071476918
2025-04-22,2025-04-22,2021-09-25,176.32,73.99,138.30247330720368
2025-04-22,2025-04-22,2021-09-26,176.73,74.06,138.63083985957329
2025-04-22,2025-04-22,2021-09-27,177.16,74.13,138.98556589774722
2025-04-22,2025-04-22,2021-09-28,177.72,74.37,138.9673255344897
2025-04-22,2025-04-22,2021-09-29,178.3,74.59,139.0400858023864
2025-04-22,2025-04-22,2021-09-30,178.59,74.93,138.34245295609233
2025-04-22,2025-04-22,2021-10-01,179.0,75.18,138.09523809523807
2025-04-22,2025-04-22,2021-10-02,179.41,75.41,137.91274366794855
2025-04-22,2025-04-22,2021-10-03,179.79,75.72,137.44057052297939
2025-04-22,2025-04-22,2021-10-04,180.13,76.03,136.91963698540047
2025-04-22,2025-04-22,2021-10-05,180.46,76.21,136.7930717753576
2025-04-22,2025-04-22,2021-10-06,180.74,76.38,136.63262634197437
2025-04-22,2025-04-22,2021-10-07,181.38,76.49,137.12903647535626
2025-04-22,2025-04-22,2021-10-08,181.72,76.66,137.04669971301854
2025-04-22,2025-04-22,2021-10-09,182.46,76.82,137.5162718042177
2025-04-22,2025-04-22,2021-10-10,183.17,76.85,138.34743005855563
2025-04-22,2025-04-22,2021-10-11,183.84,76.96,138.8773388773389
2025-04-22,2025-04-22,2021-10-12,184.55,77.14,139.2403422348976
2025-04-22,2025-04-22,2021-10-13,185.09,77.29,139.47470565403026
2025-04-22,2025-04-22,2021-10-14,185.76,77.49,139.7212543554007
2025-04-22,2025-04-22,2021-10-15,186.66,77.78,139.98457186937517
2025-04-22,2025-04-22,2021-10-16,186.92,77.82,140.19532253919303
2025-04-22,2025-04-22,2021-10-17,187.43,78.0,140.29487179487182
2025-04-22,2025-04-22,2021-10-18,187.96,78.12,140.6041986687148
2025-04-22,2025-04-22,2021-10-19,188.45,78.38,140.4312324572595
2025-04-22,2025-04-22,2021-10-20,189.0,78.71,140.1219667132512
2025-04-22,2025-04-22,2021-10-21,189.22,79.0,139.51898734177215
2025-04-22,2025-04-22,2021-10-22,189.48,79.12,139.48432760364003
2025-04-22,2025-04-22,2021-10-23,190.05,79.39,139.38783222068272
2025-04-22,2025-04-22,2021-10-24,190.29,79.64,138.93771973882468
2025-04-22,2025-04-22,2021-10-25,190.54,79.84,138.65230460921842
2025-04-22,2025-04-22,2021-10-26,190.75,79.88,138.79569354031048
2025-04-22,2025-04-22,2021-10-27,190.93,79.96,138.78189094547278
2025-04-22,2025-04-22,2021-10-28,191.22,80.06,138.84586560079939
2025-04-22,2025-04-22,2021-10-29,191.62,80.13,139.1364033445651
2025-04-22,2025-04-22,2021-10-30,192.04,80.13,139.66055160364408
2025-04-22,2025-04-22,2021-10-31,192.43,80.23,139.84793718060575
2025-04-22,2025-04-22,2021-11-01,192.9,80.45,139.77625854568055
2025-04-22,2025-04-22,2021-11-02,193.4,80.77,139.44533861582272
2025-04-22,2025-04-22,2021-11-03,193.94,81.04,139.31391905231982
2025-04-22,2025-04-22,2021-11-04,194.4,81.29,139.14380612621477
2025-04-22,2025-04-22,2021-11-05,194.74,81.63,138.56425333823353
2025-04-22,2025-04-22,2021-11-06,195.15,82.07,137.78481783843063
2025-04-22,2025-04-22,2021-11-07,195.86,82.37,137.78074541702077
2025-04-22,2025-04-22,2021-11-08,196.49,82.63,137.79498971317926
2025-04-22,2025-04-22,2021-11-09,197.02,82.75,138.09063444108762
2025-04-22,2025-04-22,2021-11-10,197.76,82.98,138.32248734634848
2025-04-22,2025-04-22,2021-11-11,198.95,83.12,139.35274302213665
2025-04-22,2025-04-22,2021-11-12,199.63,83.3,139.65186074429772
2025-04-22,2025-04-22,2021-11-13,200.54,83.49,140.1964307102647
2025-04-22,2025-04-22,2021-11-14,201.36,83.64,140.74605451936876
2025-04-22,2025-04-22,2021-11-15,202.01,83.98,140.54536794474873
2025-04-22,2025-04-22,2021-11-16,202.94,84.45,140.30787448194198
2025-04-22,2025-04-22,2021-11-17,203.71,84.79,140.25238825333176
2025-04-22,2025-04-22,2021-11-18,204.04,85.32,139.14674167838726
2025-04-22,2025-04-22,2021-11-19,205.06,85.79,139.02552745075184
2025-04-22,2025-04-22,2021-11-20,205.16,86.22,137.94943168638366
2025-04-22,2025-04-22,2021-11-21,205.67,86.68,137.27503461005998
2025-04-22,2025-04-22,2021-11-22,206.39,86.92,137.44822825586743
2025-04-22,2025-04-22,2021-11-23,206.73,87.18,137.130075705437
2025-04-22,2025-04-22,2021-11-24,207.16,87.44,136.91674290942362
2025-04-22,2025-04-22,2021-11-25,207.18,87.58,136.56085864352593
2025-04-22,2025-04-22,2021-11-26,207.25,87.74,136.20925461591068
2025-04-22,2025-04-22,2021-11-27,207.82,87.85,136.5623221400114
2025-04-22,2025-04-22,2021-11-28,207.73,88.02,136.00318109520563
2025-04-22,2025-04-22,2021-11-29,207.58,88.22,135.29811834051236
2025-04-22,2025-04-22,2021-11-30,207.73,88.38,135.04186467526588
2025-04-22,2025-04-22,2021-12-01,207.64,88.34,135.04641159157796
2025-04-22,2025-04-22,2021-12-02,208.18,88.53,135.15192590082458
2025-04-22,2025-04-22,2021-12-03,208.45,88.75,134.8732394366197
2025-04-22,2025-04-22,2021-12-04,208.86,89.13,134.33187478963316
2025-04-22,2025-04-22,2021-12-05,209.42,89.46,134.09344958640733
2025-04-22,2025-04-22,2021-12-06,210.11,89.63,134.41927925917665
2025-04-22,2025-04-22,2021-12-07,210.38,89.76,134.38057040998214
2025-04-22,2025-04-22,2021-12-08,210.83,90.15,133.86577925679424
2025-04-22,2025-04-22,2021-12-09,211.22,90.36,133.75387339530766
2025-04-22,2025-04-22,2021-12-10,211.57,90.41,134.0117243667736
2025-04-22,2025-04-22,2021-12-11,211.47,90.55,133.53948094975152
2025-04-22,2025-04-22,2021-12-12,211.82,90.46,134.15874419632988
2025-04-22,2025-04-22,2021-12-13,212.17,90.68,133.9766210851345
2025-04-22,2025-04-22,2021-12-14,212.75,90.95,133.91973611874656
2025-04-22,2025-04-22,2021-12-15,213.42,91.1,134.27003293084522
2025-04-22,2025-04-22,2021-12-16,213.85,91.19,134.51036297839676
2025-04-22,2025-04-22,2021-12-17,214.5,91.3,134.93975903614458
2025-04-22,2025-04-22,2021-12-18,215.41,91.29,135.96231788804906
2025-04-22,2025-04-22,2021-12-19,216.0,91.53,135.9882005899705
2025-04-22,2025-04-22,2021-12-20,216.43,91.57,136.3547013213935
2025-04-22,2025-04-22,2021-12-21,216.0,91.56,135.91087811271296
2025-04-22,2025-04-22,2021-12-22,215.47,91.66,135.07527820205107
2025-04-22,2025-04-22,2021-12-23,214.96,91.72,134.3654600959442
2025-04-22,2025-04-22,2021-12-24,214.19,91.85,133.19542732716388
2025-04-22,2025-04-22,2021-12-25,213.51,91.91,132.3033402241323
2025-04-22,2025-04-22,2021-12-26,212.67,92.01,131.137919791327
2025-04-22,2025-04-22,2021-12-27,211.84,92.08,130.06081668114683
2025-04-22,2025-04-22,2021-12-28,212.35,92.18,130.36450423085267
2025-04-22,2025-04-22,2021-12-29,212.35,92.27,130.13980708789424
2025-04-22,2025-04-22,2021-12-30,212.24,92.34,129.84622048949535
2025-04-22,2025-04-22,2021-12-31,212.08,92.39,129.54865245156404
2025-04-22,2025-04-22,2022-01-01,211.76,92.37,129.25192161957344
2025-04-22,2025-04-22,2022-01-02,211.28,92.31,128.88094464305058
2025-04-22,2025-04-22,2022-01-03,210.83,92.22,128.61635220125788
2025-04-22,2025-04-22,2022-01-04,209.84,91.98,128.13655142422263
2025-04-22,2025-04-22,2022-01-05,209.43,91.71,128.36113837095192
2025-04-22,2025-04-22,2022-01-06,209.18,91.66,128.21296094261402
2025-04-22,2025-04-22,2022-01-07,209.18,91.72,128.06367204535545
2025-04-22,2025-04-22,2022-01-08,209.02,91.98,127.24505327245052
2025-04-22,2025-04-22,2022-01-09,209.63,92.03,127.7844181245246
2025-04-22,2025-04-22,2022-01-10,210.37,92.31,127.89513595493447
2025-04-22,2025-04-22,2022-01-11,211.13,92.73,127.68251914159386
2025-04-22,2025-04-22,2022-01-12,211.88,93.24,127.24152724152724
2025-04-22,2025-04-22,2022-01-13,212.81,93.62,127.31254005554369
2025-04-22,2025-04-22,2022-01-14,213.25,93.94,127.00659995741962
2025-04-22,2025-04-22,2022-01-15,214.55,94.3,127.51855779427362
2025-04-22,2025-04-22,2022-01-16,215.19,94.93,126.68281891920361
2025-04-22,2025-04-22,2022-01-17,215.69,95.34,126.23243129851059
2025-04-22,2025-04-22,2022-01-18,216.36,95.64,126.22333751568382
2025-04-22,2025-04-22,2022-01-19,217.0,95.89,126.3009698612994
2025-04-22,2025-04-22,2022-01-20,217.5,96.04,126.46813827571843
2025-04-22,2025-04-22,2022-01-21,218.34,96.16,127.05906821963396
2025-04-22,2025-04-22,2022-01-22,218.35,96.21,126.95146034715728
2025-04-22,2025-04-22,2022-01-23,218.61,95.86,128.05132484873775
2025-04-22,2025-04-22,2022-01-24,219.01,95.95,128.25429911412192
2025-04-22,2025-04-22,2022-01-25,219.45,96.11,128.33211944646757
2025-04-22,2025-04-22,2022-01-26,219.83,96.3,128.27622014537906
2025-04-22,2025-04-22,2022-01-27,220.26,96.59,128.03602857438656
2025-04-22,2025-04-22,2022-01-28,220.8,96.97,127.69928843972365
2025-04-22,2025-04-22,2022-01-29,221.71,97.36,127.72185702547247
2025-04-22,2025-04-22,2022-01-30,222.41,97.97,127.01847504338062
2025-04-22,2025-04-22,2022-01-31,222.73,98.3,126.58189216683621
2025-04-22,2025-04-22,2022-02-01,223.28,98.67,126.2896523766089
2025-04-22,2025-04-22,2022-02-02,223.91,99.02,126.12603514441527
2025-04-22,2025-04-22,2022-02-03,224.44,99.3,126.0221550855992
2025-04-22,2025-04-22,2022-02-04,224.78,99.49,125.9322544979395
2025-04-22,2025-04-22,2022-02-05,225.07,99.81,125.49844704939383
2025-04-22,2025-04-22,2022-02-06,225.36,100.11,125.11237638597544
2025-04-22,2025-04-22,2022-02-07,226.02,100.46,124.98506868405337
2025-04-22,2025-04-22,2022-02-08,225.66,100.75,123.9801488833747
2025-04-22,2025-04-22,2022-02-09,225.93,101.0,123.6930693069307
2025-04-22,2025-04-22,2022-02-10,226.14,101.33,123.17181486233099
2025-04-22,2025-04-22,2022-02-11,226.46,101.77,122.52137172054636
2025-04-22,2025-04-22,2022-02-12,226.68,102.1,122.01762977473068
2025-04-22,2025-04-22,2022-02-13,226.83,102.6,121.08187134502926
2025-04-22,2025-04-22,2022-02-14,226.9,102.93,120.4410764597299
2025-04-22,2025-04-22,2022-02-15,227.02,103.28,119.81022463206816
2025-04-22,2025-04-22,2022-02-16,227.12,103.65,119.12204534491076
2025-04-22,2025-04-22,2022-02-17,227.34,104.04,118.51211072664358
2025-04-22,2025-04-22,2022-02-18,227.62,104.31,118.21493624772313
2025-04-22,2025-04-22,2022-02-19,227.53,104.59,117.54469834592216
2025-04-22,2025-04-22,2022-02-20,228.01,104.58,118.02447886785237
2025-04-22,2025-04-22,2022-02-21,228.57,104.85,117.99713876967097
2025-04-22,2025-04-22,2022-02-22,229.5,105.22,118.11442691503518
2025-04-22,2025-04-22,2022-02-23,230.03,105.57,117.89334091124375
2025-04-22,2025-04-22,2022-02-24,230.5,105.97,117.51439086533925
2025-04-22,2025-04-22,2022-02-25,230.82,106.39,116.95648087226243
2025-04-22,2025-04-22,2022-02-26,231.58,106.79,116.85551081561944
2025-04-22,2025-04-22,2022-02-27,231.81,107.35,115.93851886353053
2025-04-22,2025-04-22,2022-02-28,232.12,107.71,115.50459567356792
2025-04-22,2025-04-22,2022-03-01,231.81,107.93,114.77809691466689
2025-04-22,2025-04-22,2022-03-02,231.73,108.21,114.14841511875058
2025-04-22,2025-04-22,2022-03-03,231.44,108.41,113.48584078959504
2025-04-22,2025-04-22,2022-03-04,231.24,108.61,112.90857195470032
2025-04-22,2025-04-22,2022-03-05,230.69,108.8,112.03125
2025-04-22,2025-04-22,2022-03-06,230.46,108.71,111.99521663140469
2025-04-22,2025-04-22,2022-03-07,229.98,108.95,111.08765488756309
2025-04-22,2025-04-22,2022-03-08,230.42,109.3,110.81427264409879
2025-04-22,2025-04-22,2022-03-09,230.53,109.63,110.28003283772692
2025-04-22,2025-04-22,2022-03-10,230.7,109.95,109.8226466575716
2025-04-22,2025-04-22,2022-03-11,230.89,110.27,109.38605241679514
2025-04-22,2025-04-22,2022-03-12,231.3,110.61,109.11310008136698
2025-04-22,2025-04-22,2022-03-13,231.31,111.37,107.69507048576816
2025-04-22,2025-04-22,2022-03-14,231.4,111.7,107.1620411817368
2025-04-22,2025-04-22,2022-03-15,230.36,111.95,105.77043322912014
2025-04-22,2025-04-22,2022-03-16,229.16,112.26,104.13326207019418
2025-04-22,2025-04-22,2022-03-17,227.93,112.57,102.47845784844986
2025-04-22,2025-04-22,2022-03-18,226.48,112.99,100.44251703690593
2025-04-22,2025-04-22,2022-03-19,225.13,113.44,98.45733427362482
2025-04-22,2025-04-22,2022-03-20,224.02,113.82,96.81953962396769
2025-04-22,2025-04-22,2022-03-21,222.4,114.29,94.59270277364598
2025-04-22,2025-04-22,2022-03-22,221.82,114.75,93.30718954248366
2025-04-22,2025-04-22,2022-03-23,221.67,115.15,92.50542770299607
2025-04-22,2025-04-22,2022-03-24,221.86,115.61,91.90381454891447
2025-04-22,2025-04-22,2022-03-25,222.41,115.9,91.89818809318376
2025-04-22,2025-04-22,2022-03-26,222.94,116.12,91.99104374784704
2025-04-22,2025-04-22,2022-03-27,223.33,116.39,91.88074576853683
2025-04-22,2025-04-22,2022-03-28,223.75,116.56,91.96122168840081
2025-04-22,2025-04-22,2022-03-29,223.82,116.75,91.70877944325481
2025-04-22,2025-04-22,2022-03-30,224.16,116.92,91.72083475880943
2025-04-22,2025-04-22,2022-03-31,224.32,117.03,91.67734768862684
2025-04-22,2025-04-22,2022-04-01,224.31,117.23,91.3418067047684
2025-04-22,2025-04-22,2022-04-02,224.03,117.45,90.74499787143465
2025-04-22,2025-04-22,2022-04-03,223.81,117.62,90.28226492093181
2025-04-22,2025-04-22,2022-04-04,223.54,117.9,89.6013570822731
2025-04-22,2025-04-22,2022-04-05,224.14,118.25,89.5475687103594
2025-04-22,2025-04-22,2022-04-06,224.03,118.53,89.00700244663798
2025-04-22,2025-04-22,2022-04-07,223.84,118.82,88.38579363743479
2025-04-22,2025-04-22,2022-04-08,223.74,119.07,87.90627362055935
2025-04-22,2025-04-22,2022-04-09,223.5,119.38,87.21728932819568
2025-04-22,2025-04-22,2022-04-10,223.06,119.35,86.89568496020111
2025-04-22,2025-04-22,2022-04-11,222.66,119.39,86.49803166094313
2025-04-22,2025-04-22,2022-04-12,222.31,119.43,86.14251025705433
2025-04-22,2025-04-22,2022-04-13,222.04,119.55,85.72982015892931
2025-04-22,2025-04-22,2022-04-14,221.93,119.73,85.35872379520588
2025-04-22,2025-04-22,2022-04-15,221.65,119.89,84.87780465426641
2025-04-22,2025-04-22,2022-04-16,221.76,120.03,84.75381154711322
2025-04-22,2025-04-22,2022-04-17,222.23,120.62,84.23976123362625
2025-04-22,2025-04-22,2022-04-18,222.98,121.1,84.1288191577209
2025-04-22,2025-04-22,2022-04-19,223.36,121.52,83.80513495720871
2025-04-22,2025-04-22,2022-04-20,223.78,121.95,83.50143501435015
2025-04-22,2025-04-22,2022-04-21,224.11,122.36,83.15626021575679
2025-04-22,2025-04-22,2022-04-22,224.55,122.8,82.85830618892508
2025-04-22,2025-04-22,2022-04-23,224.99,123.24,82.56247971437847
2025-04-22,2025-04-22,2022-04-24,225.01,123.66,81.95859615073589
2025-04-22,2025-04-22,2022-04-25,225.22,123.9,81.77562550443905
2025-04-22,2025-04-22,2022-04-26,225.17,124.16,81.35470360824742
2025-04-22,2025-04-22,2022-04-27,222.97,124.44,79.17872066859532
2025-04-22,2025-04-22,2022-04-28,222.85,124.75,78.6372745490982
2025-04-22,2025-04-22,2022-04-29,222.51,125.27,77.62433144408078
2025-04-22,2025-04-22,2022-04-30,222.23,125.74,76.73771274057579
2025-04-22,2025-04-22,2022-05-01,222.18,126.1,76.19349722442507
2025-04-22,2025-04-22,2022-05-02,221.87,126.65,75.18357678641927
2025-04-22,2025-04-22,2022-05-03,221.89,127.19,74.45553895746521
2025-04-22,2025-04-22,2022-05-04,224.03,127.74,75.37967746986067
2025-04-22,2025-04-22,2022-05-05,224.08,128.24,74.73487211478478
2025-04-22,2025-04-22,2022-05-06,224.56,128.6,74.6189735614308
2025-04-22,2025-04-22,2022-05-07,224.8,128.94,74.344656429347
2025-04-22,2025-04-22,2022-05-08,225.12,129.38,73.99907249961355
2025-04-22,2025-04-22,2022-05-09,225.86,129.69,74.15375125298792
2025-04-22,2025-04-22,2022-05-10,226.37,130.01,74.11737558649337
2025-04-22,2025-04-22,2022-05-11,226.6,130.34,73.85299984655515
2025-04-22,2025-04-22,2022-05-12,226.79,130.84,73.33384286151023
2025-04-22,2025-04-22,2022-05-13,226.66,131.29,72.64071901896565
2025-04-22,2025-04-22,2022-05-14,226.69,131.72,72.0999088976617
2025-04-22,2025-04-22,2022-05-15,226.69,132.04,71.68282338685248
2025-04-22,2025-04-22,2022-05-16,226.57,132.46,71.04786350596405
2025-04-22,2025-04-22,2022-05-17,225.88,132.9,69.96237772761474
2025-04-22,2025-04-22,2022-05-18,225.76,133.25,69.42589118198875
2025-04-22,2025-04-22,2022-05-19,225.66,133.4,69.16041979010494
2025-04-22,2025-04-22,2022-05-20,225.55,133.62,68.79958090106271
2025-04-22,2025-04-22,2022-05-21,225.05,133.79,68.21137603707305
2025-04-22,2025-04-22,2022-05-22,224.99,133.6,68.4056886227545
2025-04-22,2025-04-22,2022-05-23,224.77,133.75,68.05233644859814
2025-04-22,2025-04-22,2022-05-24,225.13,133.72,68.35925815136105
2025-04-22,2025-04-22,2022-05-25,225.04,133.63,68.40529821147946
2025-04-22,2025-04-22,2022-05-26,224.89,133.5,68.4569288389513
2025-04-22,2025-04-22,2022-05-27,224.74,133.4,68.47076461769115
2025-04-22,2025-04-22,2022-05-28,224.9,133.34,68.66656667166642
2025-04-22,2025-04-22,2022-05-29,224.53,133.73,67.89800343976671
2025-04-22,2025-04-22,2022-05-30,224.32,133.77,67.69081258877175
2025-04-22,2025-04-22,2022-05-31,223.84,134.01,67.03231102156558
2025-04-22,2025-04-22,2022-06-01,223.39,134.08,66.60948687350833
2025-04-22,2025-04-22,2022-06-02,222.73,134.45,65.66009669021942
2025-04-22,2025-04-22,2022-06-03,222.03,134.66,64.88192484776475
2025-04-22,2025-04-22,2022-06-04,221.38,135.02,63.96089468226928
2025-04-22,2025-04-22,2022-06-05,220.66,135.28,63.113542282672974
2025-04-22,2025-04-22,2022-06-06,219.89,135.62,62.136852971538104
2025-04-22,2025-04-22,2022-06-07,219.24,135.91,61.312633360311985
2025-04-22,2025-04-22,2022-06-08,218.7,136.28,60.47842676841796
2025-04-22,2025-04-22,2022-06-09,218.38,136.54,59.938479566427425
2025-04-22,2025-04-22,2022-06-10,217.98,136.9,59.22571219868515
2025-04-22,2025-04-22,2022-06-11,217.62,137.17,58.64985055041192
2025-04-22,2025-04-22,2022-06-12,217.34,137.4,58.18049490538573
2025-04-22,2025-04-22,2022-06-13,217.13,137.68,57.706275421266696
2025-04-22,2025-04-22,2022-06-14,217.03,138.04,57.22254419008984
2025-04-22,2025-04-22,2022-06-15,216.87,138.62,56.44928581734238
2025-04-22,2025-04-22,2022-06-16,216.56,138.91,55.89950327550213
2025-04-22,2025-04-22,2022-06-17,216.45,139.19,55.50686112508082
2025-04-22,2025-04-22,2022-06-18,216.25,139.18,55.374335393016224
2025-04-22,2025-04-22,2022-06-19,216.23,139.4,55.11477761836441
2025-04-22,2025-04-22,2022-06-20,216.19,139.38,55.10833692064859
2025-04-22,2025-04-22,2022-06-21,216.15,139.43,55.0240263931722
2025-04-22,2025-04-22,2022-06-22,216.02,139.3,55.0753768844221
2025-04-22,2025-04-22,2022-06-23,216.12,139.41,55.0247471486981
2025-04-22,2025-04-22,2022-06-24,215.95,139.52,54.78067660550457
2025-04-22,2025-04-22,2022-06-25,215.56,139.9,54.08148677626876
2025-04-22,2025-04-22,2022-06-26,215.17,140.17,53.506456445744455
2025-04-22,2025-04-22,2022-06-27,214.45,140.56,52.56829823562891
2025-04-22,2025-04-22,2022-06-28,213.48,140.82,51.5977844056242
2025-04-22,2025-04-22,2022-06-29,212.55,141.22,50.50984279847049
2025-04-22,2025-04-22,2022-06-30,211.59,141.55,49.480748851995756
2025-04-22,2025-04-22,2022-07-01,210.8,141.88,48.57626162954611
2025-04-22,2025-04-22,2022-07-02,210.27,142.15,47.92120998944777
2025-04-22,2025-04-22,2022-07-03,209.43,142.44,47.03032855939344
2025-04-22,2025-04-22,2022-07-04,208.52,142.72,46.10426008968611
2025-04-22,2025-04-22,2022-07-05,208.18,143.03,45.549884639586104
2025-04-22,2025-04-22,2022-07-06,207.41,143.38,44.65755335472172
2025-04-22,2025-04-22,2022-07-07,206.67,143.68,43.840478841870805
2025-04-22,2025-04-22,2022-07-08,205.9,143.93,43.05565205308135
2025-04-22,2025-04-22,2022-07-09,204.93,144.25,42.06585788561525
2025-04-22,2025-04-22,2022-07-10,204.12,144.43,41.32797895174132
2025-04-22,2025-04-22,2022-07-11,203.73,144.6,40.892116182572614
2025-04-22,2025-04-22,2022-07-12,202.93,144.61,40.329161192172045
2025-04-22,2025-04-22,2022-07-13,202.48,144.82,39.8149426874741
2025-04-22,2025-04-22,2022-07-14,201.93,145.03,39.23326208370682
2025-04-22,2025-04-22,2022-07-15,201.41,145.31,38.60711582134746
2025-04-22,2025-04-22,2022-07-16,201.08,145.47,38.22781329483743
2025-04-22,2025-04-22,2022-07-17,200.79,145.68,37.82948929159801
2025-04-22,2025-04-22,2022-07-18,200.1,146.13,36.932867994251694
2025-04-22,2025-04-22,2022-07-19,199.34,146.71,35.87349192284097
2025-04-22,2025-04-22,2022-07-20,198.99,147.11,35.26612738766908
2025-04-22,2025-04-22,2022-07-21,198.31,147.47,34.47480843561402
2025-04-22,2025-04-22,2022-07-22,197.81,147.77,33.86343642146578
2025-04-22,2025-04-22,2022-07-23,196.91,148.27,32.80501787279961
2025-04-22,2025-04-22,2022-07-24,196.27,148.8,31.901881720430104
2025-04-22,2025-04-22,2022-07-25,195.79,149.22,31.208953223428495
2025-04-22,2025-04-22,2022-07-26,195.38,149.54,30.654005617226165
2025-04-22,2025-04-22,2022-07-27,194.56,149.8,29.879839786381833
2025-04-22,2025-04-22,2022-07-28,194.24,150.13,29.381202957436898
2025-04-22,2025-04-22,2022-07-29,193.79,150.5,28.764119601328897
2025-04-22,2025-04-22,2022-07-30,193.89,150.74,28.625447790898217
2025-04-22,2025-04-22,2022-07-31,193.57,151.1,28.10721376571807
2025-04-22,2025-04-22,2022-08-01,193.37,151.31,27.79723745952019
2025-04-22,2025-04-22,2022-08-02,192.97,151.52,27.35612460401266
2025-04-22,2025-04-22,2022-08-03,192.65,151.75,26.952224052718286
2025-04-22,2025-04-22,2022-08-04,192.16,151.98,26.43768916962759
2025-04-22,2025-04-22,2022-08-05,191.71,152.23,25.93444130591869
2025-04-22,2025-04-22,2022-08-06,191.07,152.53,25.267160558578635
2025-04-22,2025-04-22,2022-08-07,190.44,152.08,25.223566543924235
2025-04-22,2025-04-22,2022-08-08,190.03,152.31,24.7652813341212
2025-04-22,2025-04-22,2022-08-09,189.78,152.61,24.356202083742865
2025-04-22,2025-04-22,2022-08-10,189.39,153.11,23.69538240480698
2025-04-22,2025-04-22,2022-08-11,188.97,153.61,23.01933467873184
2025-04-22,2025-04-22,2022-08-12,188.36,154.12,22.21645471061511
2025-04-22,2025-04-22,2022-08-13,187.61,154.73,21.249919214114925
2025-04-22,2025-04-22,2022-08-14,187.09,156.0,19.929487179487182
2025-04-22,2025-04-22,2022-08-15,186.49,156.64,19.05643513789583
2025-04-22,2025-04-22,2022-08-16,185.84,157.22,18.203790866302
2025-04-22,2025-04-22,2022-08-17,185.24,157.8,17.38910012674271
2025-04-22,2025-04-22,2022-08-18,184.71,158.0,16.905063291139246
2025-04-22,2025-04-22,2022-08-19,184.26,158.51,16.245031859188696
