realtime_start,realtime_end,date,value,year_ago_value,yoy_growth
2025-04-22,2025-04-22,2023-08-22,80.21,183.01,-56.17179389104421
2025-04-22,2025-04-22,2023-08-23,80.3,182.29,-55.94931153656262
2025-04-22,2025-04-22,2023-08-24,80.32,182.03,-55.87540515299676
2025-04-22,2025-04-22,2023-08-25,80.08,181.85,-55.96370635138851
2025-04-22,2025-04-22,2023-08-26,79.98,181.57,-55.95087294156523
2025-04-22,2025-04-22,2023-08-27,79.94,181.44,-55.941358024691354
2025-04-22,2025-04-22,2023-08-28,79.86,181.17,-55.919854280510016
2025-04-22,2025-04-22,2023-08-29,79.84,180.77,-55.83337943242795
2025-04-22,2025-04-22,2023-08-30,79.76,180.56,-55.826318121400085
2025-04-22,2025-04-22,2023-08-31,79.71,180.15,-55.75353871773523
2025-04-22,2025-04-22,2023-09-01,79.8,179.68,-55.587711487088164
2025-04-22,2025-04-22,2023-09-02,79.99,179.32,-55.39259424492528
2025-04-22,2025-04-22,2023-09-03,80.11,178.96,-55.23580688421994
2025-04-22,2025-04-22,2023-09-04,80.26,178.69,-55.08422407521405
2025-04-22,2025-04-22,2023-09-05,80.29,178.37,-54.986825138756515
2025-04-22,2025-04-22,2023-09-06,80.29,178.08,-54.91352201257862
2025-04-22,2025-04-22,2023-09-07,80.31,177.58,-54.77531253519541
2025-04-22,2025-04-22,2023-09-08,80.28,177.09,-54.667118414365575
2025-04-22,2025-04-22,2023-09-09,80.18,176.61,-54.60053224619218
2025-04-22,2025-04-22,2023-09-10,80.06,176.06,-54.5268658411905
2025-04-22,2025-04-22,2023-09-11,79.94,175.37,-54.4163768033301
2025-04-22,2025-04-22,2023-09-12,79.81,174.86,-54.35777193183118
2025-04-22,2025-04-22,2023-09-13,79.75,174.43,-54.27965372928969
2025-04-22,2025-04-22,2023-09-14,79.63,174.06,-54.251407560611284
2025-04-22,2025-04-22,2023-09-15,79.37,173.72,-54.31153580474326
2025-04-22,2025-04-22,2023-09-16,79.14,173.4,-54.359861591695505
2025-04-22,2025-04-22,2023-09-17,78.74,172.91,-54.461858770458626
2025-04-22,2025-04-22,2023-09-18,78.26,172.54,-54.64240176191028
2025-04-22,2025-04-22,2023-09-19,77.82,172.04,-54.76633341083469
2025-04-22,2025-04-22,2023-09-20,77.34,171.34,-54.861678533909185
2025-04-22,2025-04-22,2023-09-21,76.82,170.81,-55.02605233885605
2025-04-22,2025-04-22,2023-09-22,76.45,170.31,-55.111267688333044
2025-04-22,2025-04-22,2023-09-23,76.01,169.72,-55.21447089323591
2025-04-22,2025-04-22,2023-09-24,75.76,169.29,-55.24839033610963
2025-04-22,2025-04-22,2023-09-25,75.6,168.81,-55.21592322729697
2025-04-22,2025-04-22,2023-09-26,75.47,168.52,-55.215998101115595
2025-04-22,2025-04-22,2023-09-27,75.41,168.51,-55.24894665005044
2025-04-22,2025-04-22,2023-09-28,75.49,168.23,-55.12690958806397
2025-04-22,2025-04-22,2023-09-29,75.44,167.88,-55.0631403383369
2025-04-22,2025-04-22,2023-09-30,75.38,167.57,-55.01581428656681
2025-04-22,2025-04-22,2023-10-01,75.39,167.36,-54.95339388145316
2025-04-22,2025-04-22,2023-10-02,75.4,167.11,-54.880019149063486
2025-04-22,2025-04-22,2023-10-03,75.4,166.79,-54.79345284489477
2025-04-22,2025-04-22,2023-10-04,75.41,166.14,-54.61056939930179
2025-04-22,2025-04-22,2023-10-05,75.36,165.63,-54.50099619634125
2025-04-22,2025-04-22,2023-10-06,75.4,165.06,-54.3196413425421
2025-04-22,2025-04-22,2023-10-07,75.56,164.35,-54.02494675996349
2025-04-22,2025-04-22,2023-10-08,75.6,163.61,-53.79255546726973
2025-04-22,2025-04-22,2023-10-09,75.64,162.86,-53.55520078595113
2025-04-22,2025-04-22,2023-10-10,75.67,162.23,-53.35634592861985
2025-04-22,2025-04-22,2023-10-11,75.64,161.79,-53.248037579578465
2025-04-22,2025-04-22,2023-10-12,75.68,161.27,-53.07248713337881
2025-04-22,2025-04-22,2023-10-13,75.71,160.82,-52.922522074368864
2025-04-22,2025-04-22,2023-10-14,75.76,160.55,-52.8122080348801
2025-04-22,2025-04-22,2023-10-15,75.92,160.18,-52.60332126357847
2025-04-22,2025-04-22,2023-10-16,75.94,159.92,-52.513756878439224
2025-04-22,2025-04-22,2023-10-17,76.01,159.53,-52.35378925593932
2025-04-22,2025-04-22,2023-10-18,76.03,159.17,-52.23346107934912
2025-04-22,2025-04-22,2023-10-19,76.09,158.88,-52.10850956696878
2025-04-22,2025-04-22,2023-10-20,76.08,158.5,-52.0
2025-04-22,2025-04-22,2023-10-21,75.84,158.12,-52.036428029344805
2025-04-22,2025-04-22,2023-10-22,75.72,157.28,-51.85656154628688
2025-04-22,2025-04-22,2023-10-23,75.69,156.79,-51.72523757892723
2025-04-22,2025-04-22,2023-10-24,75.58,156.38,-51.66901138252974
2025-04-22,2025-04-22,2023-10-25,75.54,155.97,-51.56760915560684
2025-04-22,2025-04-22,2023-10-26,75.39,155.51,-51.520802520738215
2025-04-22,2025-04-22,2023-10-27,75.24,155.25,-51.53623188405797
2025-04-22,2025-04-22,2023-10-28,75.26,154.87,-51.404403693420285
2025-04-22,2025-04-22,2023-10-29,75.09,155.08,-51.57982976528244
2025-04-22,2025-04-22,2023-10-30,74.95,154.87,-51.60457157616065
2025-04-22,2025-04-22,2023-10-31,74.71,154.71,-51.70965031348976
2025-04-22,2025-04-22,2023-11-01,74.56,154.4,-51.70984455958549
2025-04-22,2025-04-22,2023-11-02,74.49,153.93,-51.60787370882869
2025-04-22,2025-04-22,2023-11-03,74.5,153.28,-51.396137787056375
2025-04-22,2025-04-22,2023-11-04,74.52,152.74,-51.21120858976038
2025-04-22,2025-04-22,2023-11-05,74.58,152.1,-50.96646942800789
2025-04-22,2025-04-22,2023-11-06,74.62,151.53,-50.75562594865703
2025-04-22,2025-04-22,2023-11-07,74.75,150.92,-50.47044791942751
2025-04-22,2025-04-22,2023-11-08,74.77,150.42,-50.29251429331206
2025-04-22,2025-04-22,2023-11-09,74.79,150.05,-50.15661446184605
2025-04-22,2025-04-22,2023-11-10,74.77,149.66,-50.04009087264466
2025-04-22,2025-04-22,2023-11-11,74.76,149.19,-49.889402774984916
2025-04-22,2025-04-22,2023-11-12,74.72,148.85,-49.8018139066174
2025-04-22,2025-04-22,2023-11-13,74.69,148.41,-49.673202614379086
2025-04-22,2025-04-22,2023-11-14,74.65,147.93,-49.53694314878659
2025-04-22,2025-04-22,2023-11-15,74.6,147.54,-49.43744069404907
2025-04-22,2025-04-22,2023-11-16,74.59,147.22,-49.33432957478603
2025-04-22,2025-04-22,2023-11-17,74.64,146.96,-49.21066956995101
2025-04-22,2025-04-22,2023-11-18,74.61,146.74,-49.15496797056018
2025-04-22,2025-04-22,2023-11-19,74.67,146.35,-48.978476255551755
2025-04-22,2025-04-22,2023-11-20,74.71,146.11,-48.86729176647732
2025-04-22,2025-04-22,2023-11-21,74.79,145.84,-48.7177729018102
2025-04-22,2025-04-22,2023-11-22,74.84,145.52,-48.570643210555254
2025-04-22,2025-04-22,2023-11-23,74.8,145.23,-48.4954899125525
2025-04-22,2025-04-22,2023-11-24,74.73,144.9,-48.42650103519669
2025-04-22,2025-04-22,2023-11-25,74.69,144.66,-48.36858841421264
2025-04-22,2025-04-22,2023-11-26,74.56,144.54,-48.41566348415663
2025-04-22,2025-04-22,2023-11-27,74.45,144.26,-48.3917925967004
2025-04-22,2025-04-22,2023-11-28,74.34,143.98,-48.36782886512015
2025-04-22,2025-04-22,2023-11-29,74.29,143.75,-48.31999999999999
2025-04-22,2025-04-22,2023-11-30,74.16,143.53,-48.3313592977078
2025-04-22,2025-04-22,2023-12-01,74.05,143.33,-48.336007814135215
2025-04-22,2025-04-22,2023-12-02,74.01,142.92,-48.215785054575974
2025-04-22,2025-04-22,2023-12-03,74.01,142.48,-48.05586749017405
2025-04-22,2025-04-22,2023-12-04,74.03,141.97,-47.85518067197295
2025-04-22,2025-04-22,2023-12-05,73.99,141.58,-47.73979375618026
2025-04-22,2025-04-22,2023-12-06,74.14,141.01,-47.422168640521946
2025-04-22,2025-04-22,2023-12-07,74.36,140.32,-47.00684150513113
2025-04-22,2025-04-22,2023-12-08,74.54,139.66,-46.62752398682514
2025-04-22,2025-04-22,2023-12-09,74.56,139.17,-46.42523532370482
2025-04-22,2025-04-22,2023-12-10,74.71,138.58,-46.08890171741955
2025-04-22,2025-04-22,2023-12-11,74.82,138.16,-45.845396641574986
2025-04-22,2025-04-22,2023-12-12,74.92,137.61,-45.55628224692973
2025-04-22,2025-04-22,2023-12-13,74.84,137.16,-45.43598716827063
2025-04-22,2025-04-22,2023-12-14,74.83,137.05,-45.39948923750457
2025-04-22,2025-04-22,2023-12-15,74.76,136.75,-45.330895795246796
2025-04-22,2025-04-22,2023-12-16,74.8,136.42,-45.16933001026242
2025-04-22,2025-04-22,2023-12-17,74.7,136.14,-45.130013221683555
2025-04-22,2025-04-22,2023-12-18,74.69,135.83,-45.012147537362885
2025-04-22,2025-04-22,2023-12-19,74.77,135.55,-44.83954260420509
2025-04-22,2025-04-22,2023-12-20,74.83,135.32,-44.7014484185634
2025-04-22,2025-04-22,2023-12-21,74.84,134.9,-44.52186805040771
2025-04-22,2025-04-22,2023-12-22,74.84,134.58,-44.38995393074751
2025-04-22,2025-04-22,2023-12-23,74.83,134.2,-44.23994038748137
2025-04-22,2025-04-22,2023-12-24,74.83,133.96,-44.140041803523445
2025-04-22,2025-04-22,2023-12-25,74.82,133.68,-44.03052064631957
2025-04-22,2025-04-22,2023-12-26,74.8,133.45,-43.94904458598726
2025-04-22,2025-04-22,2023-12-27,74.79,133.28,-43.88505402160864
2025-04-22,2025-04-22,2023-12-28,74.79,132.97,-43.7542302775062
2025-04-22,2025-04-22,2023-12-29,74.86,132.73,-43.59978904543057
2025-04-22,2025-04-22,2023-12-30,74.88,132.56,-43.51237175618588
2025-04-22,2025-04-22,2023-12-31,74.84,132.35,-43.45296562145825
2025-04-22,2025-04-22,2024-01-01,74.81,132.11,-43.37294678676861
2025-04-22,2025-04-22,2024-01-02,74.77,131.81,-43.27441013580154
2025-04-22,2025-04-22,2024-01-03,74.76,131.42,-43.11368132704306
2025-04-22,2025-04-22,2024-01-04,74.71,130.75,-42.86042065009561
2025-04-22,2025-04-22,2024-01-05,74.65,130.35,-42.73110855389336
2025-04-22,2025-04-22,2024-01-06,74.62,130.04,-42.61765610581359
2025-04-22,2025-04-22,2024-01-07,74.66,129.67,-42.423073956967684
2025-04-22,2025-04-22,2024-01-08,74.62,129.49,-42.37392848868639
2025-04-22,2025-04-22,2024-01-09,74.53,129.23,-42.327632902576795
2025-04-22,2025-04-22,2024-01-10,74.41,129.17,-42.393744677556704
2025-04-22,2025-04-22,2024-01-11,74.37,129.46,-42.55368453576394
2025-04-22,2025-04-22,2024-01-12,74.29,129.46,-42.615479684844736
2025-04-22,2025-04-22,2024-01-13,74.2,129.38,-42.64955943731643
2025-04-22,2025-04-22,2024-01-14,74.16,129.08,-42.54725751471956
2025-04-22,2025-04-22,2024-01-15,74.2,128.98,-42.471701038920756
2025-04-22,2025-04-22,2024-01-16,74.23,128.92,-42.421656841452055
2025-04-22,2025-04-22,2024-01-17,74.26,128.76,-42.32680956818887
2025-04-22,2025-04-22,2024-01-18,74.25,128.44,-42.19090625973217
2025-04-22,2025-04-22,2024-01-19,74.29,128.33,-42.11018468012156
2025-04-22,2025-04-22,2024-01-20,74.36,127.92,-41.86991869918699
2025-04-22,2025-04-22,2024-01-21,74.26,127.61,-41.80706841156649
2025-04-22,2025-04-22,2024-01-22,74.12,127.15,-41.706645694062125
2025-04-22,2025-04-22,2024-01-23,74.0,126.64,-41.56664560960202
2025-04-22,2025-04-22,2024-01-24,73.89,126.1,-41.403647898493254
2025-04-22,2025-04-22,2024-01-25,73.74,125.58,-41.28045867176302
2025-04-22,2025-04-22,2024-01-26,73.46,124.82,-41.14725204294184
2025-04-22,2025-04-22,2024-01-27,73.31,124.37,-41.05491678057409
2025-04-22,2025-04-22,2024-01-28,73.25,124.02,-40.936945653926784
2025-04-22,2025-04-22,2024-01-29,73.16,123.55,-40.78510724403076
2025-04-22,2025-04-22,2024-01-30,73.06,123.07,-40.63541074185422
2025-04-22,2025-04-22,2024-01-31,72.89,122.6,-40.546492659053825
2025-04-22,2025-04-22,2024-02-01,72.87,122.23,-40.382884725517464
2025-04-22,2025-04-22,2024-02-02,72.96,121.77,-40.08376447400838
2025-04-22,2025-04-22,2024-02-03,72.94,121.25,-39.843298969072166
2025-04-22,2025-04-22,2024-02-04,72.9,120.73,-39.61732792180899
2025-04-22,2025-04-22,2024-02-05,72.76,120.09,-39.41210758597718
2025-04-22,2025-04-22,2024-02-06,72.69,119.55,-39.1969887076537
2025-04-22,2025-04-22,2024-02-07,72.66,118.91,-38.89496257673871
2025-04-22,2025-04-22,2024-02-08,72.56,118.24,-38.633288227334226
2025-04-22,2025-04-22,2024-02-09,72.49,117.73,-38.426909029134464
2025-04-22,2025-04-22,2024-02-10,72.36,117.24,-38.280450358239506
2025-04-22,2025-04-22,2024-02-11,72.27,116.74,-38.093198560904575
2025-04-22,2025-04-22,2024-02-12,72.25,116.31,-37.88152351474508
2025-04-22,2025-04-22,2024-02-13,72.21,115.87,-37.68015879865367
2025-04-22,2025-04-22,2024-02-14,72.15,115.34,-37.44581238078724
2025-04-22,2025-04-22,2024-02-15,72.1,114.8,-37.19512195121952
2025-04-22,2025-04-22,2024-02-16,72.01,114.25,-36.97155361050328
2025-04-22,2025-04-22,2024-02-17,71.78,113.62,-36.824502728392886
2025-04-22,2025-04-22,2024-02-18,71.73,112.48,-36.22866287339971
2025-04-22,2025-04-22,2024-02-19,71.73,111.86,-35.8752011442875
2025-04-22,2025-04-22,2024-02-20,71.71,111.3,-35.57053009883199
2025-04-22,2025-04-22,2024-02-21,71.68,110.81,-35.31269740998104
2025-04-22,2025-04-22,2024-02-22,71.63,110.35,-35.08835523334844
2025-04-22,2025-04-22,2024-02-23,71.53,109.81,-34.86021309534651
2025-04-22,2025-04-22,2024-02-24,71.67,109.21,-34.374141562128
2025-04-22,2025-04-22,2024-02-25,71.6,109.16,-34.40820813484793
2025-04-22,2025-04-22,2024-02-26,71.49,108.59,-34.16520858274244
2025-04-22,2025-04-22,2024-02-27,71.41,107.93,-33.836746039099424
2025-04-22,2025-04-22,2024-02-28,71.33,107.27,-33.50424163326186
2025-04-22,2025-04-22,2024-02-29,71.24,,
2025-04-22,2025-04-22,2024-03-01,71.24,106.4,-33.04511278195489
2025-04-22,2025-04-22,2024-03-02,71.11,105.87,-32.832719372815724
2025-04-22,2025-04-22,2024-03-03,71.05,105.49,-32.647644326476446
2025-04-22,2025-04-22,2024-03-04,71.05,105.04,-32.35910129474486
2025-04-22,2025-04-22,2024-03-05,71.02,104.74,-32.19400420087837
2025-04-22,2025-04-22,2024-03-06,71.07,104.48,-31.97741194486984
2025-04-22,2025-04-22,2024-03-07,71.09,104.19,-31.768883770035504
2025-04-22,2025-04-22,2024-03-08,71.08,103.98,-31.640700134641282
2025-04-22,2025-04-22,2024-03-09,71.17,103.68,-31.35609567901235
2025-04-22,2025-04-22,2024-03-10,71.17,103.54,-31.26327989182925
2025-04-22,2025-04-22,2024-03-11,71.13,103.42,-31.222200734867535
2025-04-22,2025-04-22,2024-03-12,71.07,103.19,-31.127047194495596
2025-04-22,2025-04-22,2024-03-13,70.98,102.81,-30.960023344032678
2025-04-22,2025-04-22,2024-03-14,70.94,102.61,-30.864438163921648
2025-04-22,2025-04-22,2024-03-15,70.92,102.64,-30.904130943102103
2025-04-22,2025-04-22,2024-03-16,70.88,102.59,-30.909445365045336
2025-04-22,2025-04-22,2024-03-17,70.92,102.41,-30.748950297822475
2025-04-22,2025-04-22,2024-03-18,70.97,102.26,-30.59847447682379
2025-04-22,2025-04-22,2024-03-19,71.1,102.21,-30.437334898737895
2025-04-22,2025-04-22,2024-03-20,71.16,102.33,-30.46027557900909
2025-04-22,2025-04-22,2024-03-21,71.21,102.41,-30.465774826677084
2025-04-22,2025-04-22,2024-03-22,71.24,102.34,-30.388899745944897
2025-04-22,2025-04-22,2024-03-23,71.3,102.13,-30.187016547537453
2025-04-22,2025-04-22,2024-03-24,71.3,101.99,-30.091185410334347
2025-04-22,2025-04-22,2024-03-25,71.33,101.78,-29.917469050894084
2025-04-22,2025-04-22,2024-03-26,71.23,101.47,-29.801911895141416
2025-04-22,2025-04-22,2024-03-27,71.13,101.1,-29.64391691394659
2025-04-22,2025-04-22,2024-03-28,71.07,100.68,-29.410011918951145
2025-04-22,2025-04-22,2024-03-29,71.05,100.33,-29.1836938104256
2025-04-22,2025-04-22,2024-03-30,71.02,100.1,-29.05094905094905
2025-04-22,2025-04-22,2024-03-31,71.01,99.87,-28.89756683688795
2025-04-22,2025-04-22,2024-04-01,70.89,99.75,-28.93233082706767
2025-04-22,2025-04-22,2024-04-02,70.88,99.63,-28.856770049181975
2025-04-22,2025-04-22,2024-04-03,70.95,99.47,-28.671961395395595
2025-04-22,2025-04-22,2024-04-04,70.97,99.36,-28.572866344605472
2025-04-22,2025-04-22,2024-04-05,70.91,99.29,-28.582938865948243
2025-04-22,2025-04-22,2024-04-06,70.87,99.27,-28.60884456532688
2025-04-22,2025-04-22,2024-04-07,70.82,99.17,-28.587274377331862
2025-04-22,2025-04-22,2024-04-08,70.84,99.04,-28.473344103392566
2025-04-22,2025-04-22,2024-04-09,70.81,98.91,-28.409665352340507
2025-04-22,2025-04-22,2024-04-10,70.82,98.99,-28.457419941408226
2025-04-22,2025-04-22,2024-04-11,70.89,99.04,-28.422859450726985
2025-04-22,2025-04-22,2024-04-12,71.0,99.05,-28.319030792529027
2025-04-22,2025-04-22,2024-04-13,71.01,98.91,-28.207461328480427
2025-04-22,2025-04-22,2024-04-14,71.03,98.83,-28.129110593949203
2025-04-22,2025-04-22,2024-04-15,71.07,98.39,-27.7670494969001
2025-04-22,2025-04-22,2024-04-16,71.09,98.36,-27.724684831232203
2025-04-22,2025-04-22,2024-04-17,71.05,98.21,-27.655024946543122
2025-04-22,2025-04-22,2024-04-18,70.94,98.05,-27.64915859255482
2025-04-22,2025-04-22,2024-04-19,70.83,97.92,-27.66544117647059
2025-04-22,2025-04-22,2024-04-20,70.58,97.89,-27.8986617632036
2025-04-22,2025-04-22,2024-04-21,70.48,97.79,-27.927190919316903
2025-04-22,2025-04-22,2024-04-22,70.34,98.08,-28.283034257748774
2025-04-22,2025-04-22,2024-04-23,70.25,97.99,-28.30901112358404
2025-04-22,2025-04-22,2024-04-24,70.03,97.86,-28.43858573472307
2025-04-22,2025-04-22,2024-04-25,69.84,97.65,-28.47926267281106
2025-04-22,2025-04-22,2024-04-26,69.61,97.96,-28.940383830134746
2025-04-22,2025-04-22,2024-04-27,69.63,98.28,-29.151404151404158
2025-04-22,2025-04-22,2024-04-28,69.49,99.36,-30.062399355877623
2025-04-22,2025-04-22,2024-04-29,69.35,99.08,-30.00605571255551
2025-04-22,2025-04-22,2024-04-30,69.21,98.76,-29.9210206561361
2025-04-22,2025-04-22,2024-05-01,69.14,98.49,-29.79997969336988
2025-04-22,2025-04-22,2024-05-02,69.04,98.37,-29.81600081325607
2025-04-22,2025-04-22,2024-05-03,69.0,98.5,-29.949238578680205
2025-04-22,2025-04-22,2024-05-04,68.87,98.23,-29.88903593606841
2025-04-22,2025-04-22,2024-05-05,68.78,97.58,-29.514244722279155
2025-04-22,2025-04-22,2024-05-06,68.75,98.2,-29.989816700610998
2025-04-22,2025-04-22,2024-05-07,68.71,98.8,-30.45546558704454
2025-04-22,2025-04-22,2024-05-08,68.69,99.24,-30.78395808141878
2025-04-22,2025-04-22,2024-05-09,68.74,99.58,-30.970074312110867
2025-04-22,2025-04-22,2024-05-10,68.85,99.25,-30.629722921914365
2025-04-22,2025-04-22,2024-05-11,68.93,99.17,-30.49309266915397
2025-04-22,2025-04-22,2024-05-12,68.94,98.4,-29.939024390243908
2025-04-22,2025-04-22,2024-05-13,68.93,97.99,-29.656087355852627
2025-04-22,2025-04-22,2024-05-14,68.94,97.65,-29.400921658986178
2025-04-22,2025-04-22,2024-05-15,69.01,97.46,-29.19146316437512
2025-04-22,2025-04-22,2024-05-16,69.0,97.26,-29.056138186304754
2025-04-22,2025-04-22,2024-05-17,68.91,96.86,-28.85608094156515
2025-04-22,2025-04-22,2024-05-18,68.71,96.64,-28.901076158940402
2025-04-22,2025-04-22,2024-05-19,68.45,96.77,-29.265268161620334
2025-04-22,2025-04-22,2024-05-20,68.15,96.5,-29.378238341968903
2025-04-22,2025-04-22,2024-05-21,67.82,96.34,-29.603487647913653
2025-04-22,2025-04-22,2024-05-22,67.91,96.16,-29.37811980033278
2025-04-22,2025-04-22,2024-05-23,67.98,95.94,-29.14321450906816
2025-04-22,2025-04-22,2024-05-24,68.14,95.97,-28.998645410023965
2025-04-22,2025-04-22,2024-05-25,68.47,95.88,-28.58781810596579
2025-04-22,2025-04-22,2024-05-26,68.92,95.8,-28.058455114822543
2025-04-22,2025-04-22,2024-05-27,69.4,95.71,-27.48929056524918
2025-04-22,2025-04-22,2024-05-28,69.86,95.43,-26.794509064235573
2025-04-22,2025-04-22,2024-05-29,69.84,95.18,-26.62324017650767
2025-04-22,2025-04-22,2024-05-30,69.88,94.99,-26.434361511738082
2025-04-22,2025-04-22,2024-05-31,69.85,94.6,-26.16279069767442
2025-04-22,2025-04-22,2024-06-01,69.92,94.16,-25.743415463041625
2025-04-22,2025-04-22,2024-06-02,69.93,93.76,-25.415955631399314
2025-04-22,2025-04-22,2024-06-03,69.98,93.56,-25.203078238563485
2025-04-22,2025-04-22,2024-06-04,70.03,93.37,-24.99732248045411
2025-04-22,2025-04-22,2024-06-05,70.16,93.16,-24.688707599828252
2025-04-22,2025-04-22,2024-06-06,70.28,92.89,-24.340617935192164
2025-04-22,2025-04-22,2024-06-07,70.38,92.64,-24.02849740932643
2025-04-22,2025-04-22,2024-06-08,70.45,91.84,-23.290505226480835
2025-04-22,2025-04-22,2024-06-09,70.51,90.9,-22.43124312431243
2025-04-22,2025-04-22,2024-06-10,70.53,89.71,-21.380002229405857
2025-04-22,2025-04-22,2024-06-11,70.54,88.65,-20.42865200225606
2025-04-22,2025-04-22,2024-06-12,70.52,87.58,-19.479333181091576
2025-04-22,2025-04-22,2024-06-13,70.46,86.52,-18.56218215441517
2025-04-22,2025-04-22,2024-06-14,70.38,85.58,-17.76115914933396
2025-04-22,2025-04-22,2024-06-15,70.13,85.39,-17.870945075535783
2025-04-22,2025-04-22,2024-06-16,70.07,85.14,-17.700258397932824
2025-04-22,2025-04-22,2024-06-17,70.02,85.14,-17.75898520084567
2025-04-22,2025-04-22,2024-06-18,70.01,85.16,-17.790042273367767
2025-04-22,2025-04-22,2024-06-19,70.0,85.18,-17.821084761681153
2025-04-22,2025-04-22,2024-06-20,70.06,85.25,-17.818181818181817
2025-04-22,2025-04-22,2024-06-21,70.19,85.32,-17.733239568682603
2025-04-22,2025-04-22,2024-06-22,70.36,85.31,-17.524323057085926
2025-04-22,2025-04-22,2024-06-23,70.41,85.26,-17.41731175228713
2025-04-22,2025-04-22,2024-06-24,70.45,85.14,-17.25393469579516
2025-04-22,2025-04-22,2024-06-25,70.47,84.94,-17.03555450906522
2025-04-22,2025-04-22,2024-06-26,70.48,84.66,-16.74935034254665
2025-04-22,2025-04-22,2024-06-27,70.52,84.47,-16.514738960577724
2025-04-22,2025-04-22,2024-06-28,70.47,84.21,-16.316351977199854
2025-04-22,2025-04-22,2024-06-29,70.44,83.91,-16.052913836253126
2025-04-22,2025-04-22,2024-06-30,70.42,83.75,-15.916417910447759
2025-04-22,2025-04-22,2024-07-01,70.37,83.56,-15.785064624222112
2025-04-22,2025-04-22,2024-07-02,70.33,83.42,-15.691680652121798
2025-04-22,2025-04-22,2024-07-03,70.28,83.31,-15.640379306205737
2025-04-22,2025-04-22,2024-07-04,70.21,83.13,-15.541922290388552
2025-04-22,2025-04-22,2024-07-05,70.15,83.09,-15.573474545673363
2025-04-22,2025-04-22,2024-07-06,70.1,82.94,-15.481070653484451
2025-04-22,2025-04-22,2024-07-07,70.07,82.88,-15.456081081081086
2025-04-22,2025-04-22,2024-07-08,70.1,82.93,-15.470879054624396
2025-04-22,2025-04-22,2024-07-09,70.1,82.92,-15.460684997588045
2025-04-22,2025-04-22,2024-07-10,70.17,82.96,-15.417068466730946
2025-04-22,2025-04-22,2024-07-11,70.19,83.0,-15.43373493975904
2025-04-22,2025-04-22,2024-07-12,70.26,83.0,-15.349397590361438
2025-04-22,2025-04-22,2024-07-13,70.4,83.55,-15.739078396169948
2025-04-22,2025-04-22,2024-07-14,70.43,84.03,-16.184695941925494
2025-04-22,2025-04-22,2024-07-15,70.46,84.47,-16.585770095892038
2025-04-22,2025-04-22,2024-07-16,70.42,84.95,-17.10417892878164
2025-04-22,2025-04-22,2024-07-17,70.36,85.45,-17.659449970743125
2025-04-22,2025-04-22,2024-07-18,70.25,85.88,-18.199813693525847
2025-04-22,2025-04-22,2024-07-19,70.14,86.32,-18.744207599629277
2025-04-22,2025-04-22,2024-07-20,69.8,86.32,-19.138090824837807
2025-04-22,2025-04-22,2024-07-21,69.75,86.3,-19.177288528389337
2025-04-22,2025-04-22,2024-07-22,69.68,85.89,-18.872977063686104
2025-04-22,2025-04-22,2024-07-23,69.65,85.73,-18.75656129709553
2025-04-22,2025-04-22,2024-07-24,69.61,85.51,-18.594316454215885
2025-04-22,2025-04-22,2024-07-25,69.6,85.35,-18.45342706502636
2025-04-22,2025-04-22,2024-07-26,69.59,85.14,-18.264035705896166
2025-04-22,2025-04-22,2024-07-27,69.73,84.51,-17.489054549757427
2025-04-22,2025-04-22,2024-07-28,69.65,83.98,-17.06358656823053
2025-04-22,2025-04-22,2024-07-29,69.59,83.74,-16.897540004776683
2025-04-22,2025-04-22,2024-07-30,69.58,83.24,-16.410379625180198
2025-04-22,2025-04-22,2024-07-31,69.54,82.72,-15.933268858800764
2025-04-22,2025-04-22,2024-08-01,69.59,82.2,-15.340632603406327
2025-04-22,2025-04-22,2024-08-02,69.54,81.6,-14.779411764705868
2025-04-22,2025-04-22,2024-08-03,69.42,81.33,-14.644042788638876
2025-04-22,2025-04-22,2024-08-04,69.3,81.03,-14.476119955572015
2025-04-22,2025-04-22,2024-08-05,69.18,80.85,-14.434137291280132
2025-04-22,2025-04-22,2024-08-06,69.05,80.62,-14.351277598610777
2025-04-22,2025-04-22,2024-08-07,68.91,80.4,-14.291044776119413
2025-04-22,2025-04-22,2024-08-08,68.73,80.24,-14.34446660019939
2025-04-22,2025-04-22,2024-08-09,68.64,80.15,-14.360573923892705
2025-04-22,2025-04-22,2024-08-10,68.52,80.07,-14.424878231547394
2025-04-22,2025-04-22,2024-08-11,68.46,80.0,-14.425000000000008
2025-04-22,2025-04-22,2024-08-12,68.43,79.81,-14.25886480390928
2025-04-22,2025-04-22,2024-08-13,68.46,79.84,-14.253507014028068
2025-04-22,2025-04-22,2024-08-14,68.43,79.82,-14.269606614883473
2025-04-22,2025-04-22,2024-08-15,68.35,79.72,-14.262418464626197
2025-04-22,2025-04-22,2024-08-16,68.32,79.68,-14.257028112449815
2025-04-22,2025-04-22,2024-08-17,68.39,79.74,-14.233759719087027
2025-04-22,2025-04-22,2024-08-18,68.49,79.97,-14.355383268725777
2025-04-22,2025-04-22,2024-08-19,68.42,80.1,-14.581772784019966
2025-04-22,2025-04-22,2024-08-20,68.32,80.04,-14.64267866066968
2025-04-22,2025-04-22,2024-08-21,68.27,80.1,-14.76903870162297
2025-04-22,2025-04-22,2024-08-22,68.29,80.21,-14.860989901508525
2025-04-22,2025-04-22,2024-08-23,68.36,80.3,-14.8692403486924
